Date,Open,High,Low,Close
07-May-19,15151.48,15158.44,14947.48,14958.09
06-May-19,15155.78,15155.78,15063.26,15087.28
03-May-19,15266.61,15297.87,15215.98,15231.5
02-May-19,15302.21,15347.42,15235.45,15252.01
30-Apr-19,15342.5,15344.85,15194.01,15293.75
26-Apr-19,15302.57,15349.95,15258.08,15338.58
25-Apr-19,15364.23,15432.37,15237.88,15258.15
24-Apr-19,15222.79,15359.15,15186.17,15348.12
23-Apr-19,15245.29,15273.47,15170.57,15188
22-Apr-19,15421.23,15421.35,15189.6,15207.33
18-Apr-19,15551.68,15570.55,15405.07,15421.87
16-Apr-19,15434.44,15525.69,15434.44,15501.39
15-Apr-19,15344.7,15411.01,15343.31,15388.87
12-Apr-19,15288.49,15338.79,15254.45,15324.53
11-Apr-19,15261.33,15277.13,15210.97,15261.38
10-Apr-19,15328.05,15356.95,15235.54,15245.47
09-Apr-19,15280.48,15350.04,15210.08,15337.23
08-Apr-19,15385.38,15402.47,15210.41,15268.15
05-Apr-19,15310.61,15374.91,15286.45,15347.23
04-Apr-19,15338.07,15339.08,15205.99,15260.89
03-Apr-19,15440.72,15478.35,15295.12,15312.73
02-Apr-19,15417.27,15424.54,15341.34,15399.72
01-Apr-19,15369.6,15463.27,15351.54,15373.98
29-Mar-19,15266.2,15316.93,15242.04,15304.57
28-Mar-19,15091.98,15234.53,15073.26,15215.86
27-Mar-19,15114.24,15161.65,15015.6,15057.53
26-Mar-19,14944.31,15085.76,14931.96,15066.84
25-Mar-19,15007.65,15007.65,14869.99,14916.85
22-Mar-19,15162.42,15202.33,15029.94,15051.35
20-Mar-19,15185.29,15193.06,15120.21,15136.6
19-Mar-19,15115.09,15168.54,15073.69,15160.68
18-Mar-19,15085.01,15163.15,15022.83,15069.49
15-Mar-19,14979.4,15114.96,14978.17,15045.28
14-Mar-19,15002.48,15029.99,14937.29,14970.59
13-Mar-19,14978.17,15006.28,14922.02,14973.72
12-Mar-19,14870.35,14984.23,14869.3,14949.37
11-Mar-19,14621.78,14813.53,14621.01,14797.78
08-Mar-19,14621.32,14621.32,14553.63,14591.91
07-Mar-19,14656.29,14662.35,14590.9,14612.15
06-Mar-19,14581.15,14645.85,14575.61,14618.31
05-Mar-19,14345.97,14537.61,14286.19,14532.99
01-Mar-19,14247.43,14333.03,14246.8,14319.03
28-Feb-19,14221.89,14244.16,14171.63,14196.8
27-Feb-19,14240.6,14356.31,14105.37,14173.3
26-Feb-19,14171.65,14253.28,14028.05,14186.18
25-Feb-19,14177.67,14254.75,14151.99,14245.6
22-Feb-19,14114.9,14151.48,14083.7,14136.76
21-Feb-19,14048.12,14126.93,14015.57,14105.87
20-Feb-19,13920.41,14033.41,13916.11,14019.13
19-Feb-19,13888.27,13994.1,13839.5,13858.93
18-Feb-19,14010.18,14027.18,13864.96,13874.99
15-Feb-19,14092.59,14100.54,13886.97,13994.2
14-Feb-19,14091.04,14100,14019.96,14064.8
13-Feb-19,14189.56,14220.11,14066.46,14087.93
12-Feb-19,14219.65,14248.32,14137.92,14148.34
11-Feb-19,14330.25,14330.83,14190.17,14214.75
08-Feb-19,14477.46,14479.71,14302.3,14323.79
07-Feb-19,14471.14,14553.39,14452.5,14500.24
06-Feb-19,14358.88,14468.11,14337.26,14450.95
05-Feb-19,14340.3,14375.15,14303.31,14322.26
04-Feb-19,14367.91,14367.91,14234.63,14338.05
01-Feb-19,14319.8,14476.38,14257.99,14361.85
31-Jan-19,14151.16,14287.71,14117.76,14285.11
30-Jan-19,14144.94,14153.7,14038.66,14083.19
29-Jan-19,14088.15,14122.56,14001.25,14075.71
28-Jan-19,14284.66,14289.58,14039.03,14075.91
25-Jan-19,14410.47,14479.96,14232.12,14260.83
24-Jan-19,14393.3,14409.93,14339,14383.46
23-Jan-19,14490.41,14507.45,14359.23,14379.84
22-Jan-19,14524.36,14524.4,14392.74,14470.55
21-Jan-19,14515.72,14580.67,14471.9,14506.57
18-Jan-19,14542.73,14556.61,14450.17,14488.81
17-Jan-19,14550.62,14574.39,14459.8,14524.79
16-Jan-19,14534.2,14577.79,14508.36,14520.13
15-Jan-19,14382.82,14523.07,14382.82,14514.43
14-Jan-19,14452.98,14455.4,14297.2,14350.37
11-Jan-19,14487.11,14498.23,14365.77,14422.98
10-Jan-19,14487.49,14500.89,14441.8,14459.85
09-Jan-19,14485.63,14506.5,14356.02,14470.17
08-Jan-19,14419.19,14443.75,14352.95,14425.57
07-Jan-19,14452.5,14483.96,14371.52,14389.35
04-Jan-19,14322.6,14371.9,14239.57,14355.02
03-Jan-19,14447.93,14481.75,14279.15,14290.85
02-Jan-19,14567.63,14582.13,14382.22,14432.4
01-Jan-19,14572.46,14595.97,14476.44,14587.25
31-Dec-18,14569.19,14602.48,14529.23,14540.39
28-Dec-18,14429.66,14550.09,14429.65,14516.04
27-Dec-18,14436.69,14457.38,14382.93,14390.12
26-Dec-18,14274.22,14354.48,14084.15,14334.4
24-Dec-18,14435.86,14447.86,14263.68,14279.65
21-Dec-18,14657.12,14681.14,14383.66,14401.2
20-Dec-18,14613.84,14656.4,14568.66,14642.72
19-Dec-18,14593.27,14679.41,14591.39,14661.08
18-Dec-18,14507.34,14562.29,14443.2,14553.1
17-Dec-18,14465,14530.11,14464.99,14515.94
14-Dec-18,14403.9,14443.86,14350.5,14412.03
13-Dec-18,14393.51,14452.5,14335.39,14390.84
12-Dec-18,14080.02,14321.38,14056.3,14306.94
11-Dec-18,13784.28,14056.2,13735.91,14033.22
10-Dec-18,14011.98,14019.15,13890.99,13904.18
07-Dec-18,14141.26,14181.64,14078.21,14170.58
06-Dec-18,14258.16,14259.46,14070.21,14080.71
05-Dec-18,14419.12,14421.79,14275.67,14315.92
04-Dec-18,14486.78,14488.03,14427.4,14454.31
03-Dec-18,14501.95,14518.88,14425.38,14469.78
30-Nov-18,14441.08,14481.82,14384.59,14429
29-Nov-18,14336.68,14420.11,14321.67,14396.33
28-Nov-18,14274.42,14317.1,14240.65,14250.62
27-Nov-18,14192.46,14247.64,14150.85,14237.43
26-Nov-18,14138.46,14191.53,14025.38,14178.53
22-Nov-18,14206.03,14231.23,14066.54,14079.47
21-Nov-18,14236.56,14243.53,14111.37,14173.59
20-Nov-18,14336.47,14336.47,14191.25,14208.3
19-Nov-18,14310.33,14360.89,14268.24,14346.06
16-Nov-18,14233.47,14286.4,14193.66,14249.66
15-Nov-18,14146.51,14223.69,14105.31,14193.11
14-Nov-18,14207.59,14240.13,14094.43,14143.55
13-Nov-18,14053.65,14159.53,13978.07,14146.17
12-Nov-18,14228.01,14254.46,14024.21,14042.74
09-Nov-18,14189.02,14217.42,14105.17,14185.4
07-Nov-18,14173.33,14182.85,14148.44,14170.33
06-Nov-18,14122.96,14170.56,14024.7,14062.78
05-Nov-18,14152.91,14153.29,14033.23,14081.57
02-Nov-18,14029.49,14201.63,14020.46,14112.76
01-Nov-18,13954.24,13965.75,13874.76,13915.75
31-Oct-18,13681.29,13889.64,13549.92,13881.71
30-Oct-18,13683.15,13730.82,13608.71,13647.1
29-Oct-18,13432.52,13676.4,13352.64,13655.89
26-Oct-18,13472.75,13475.35,13287.3,13352.53
25-Oct-18,13488.59,13488.59,13380.78,13443.57
24-Oct-18,13590.37,13643.49,13450.8,13578.4
23-Oct-18,13536.11,13581,13408.94,13470.5
22-Oct-18,13823.65,13839.84,13584.81,13602.86
19-Oct-18,13824.24,13831.52,13641.78,13704.74
17-Oct-18,14243.51,14273.55,13872.58,13887.26
16-Oct-18,14037.14,14129.1,14008.07,14111.63
15-Oct-18,14010.27,14017.91,13859.58,13978.45
12-Oct-18,13704.95,13937.41,13703.34,13906.1
11-Oct-18,13611,13737.05,13453.81,13596.82
10-Oct-18,13661.85,13904.65,13625.92,13882.35
09-Oct-18,13709.39,13724.92,13519.93,13585.36
08-Oct-18,13696.84,13759.38,13463.28,13652.67
05-Oct-18,14005.34,14005.34,13620.15,13689.97
04-Oct-18,14291.87,14291.87,13987.93,14047.35
03-Oct-18,14562.28,14562.28,14339.33,14365.43
01-Oct-18,14457.23,14564.81,14259.64,14533.55
28-Sep-18,14641.96,14666.32,14337.77,14445.89
27-Sep-18,14789.78,14795.44,14572.23,14590.83
26-Sep-18,14855.7,14863.22,14681.22,14745.99
25-Sep-18,14666.91,14775.95,14509.7,14751.49
24-Sep-18,14987.4,14995.04,14632.23,14654.49
21-Sep-18,15204.57,15274.97,14473.96,14945.39
19-Sep-18,15276.4,15303.42,15099.42,15139.04
18-Sep-18,15399.64,15430.91,15202.06,15218
17-Sep-18,15509.12,15509.12,15363.7,15376.69
14-Sep-18,15404.43,15536.47,15404.23,15528.44
12-Sep-18,15272.84,15336.2,15154.83,15325.85
11-Sep-18,15494.69,15504.19,15216.13,15234.39
10-Sep-18,15658.34,15661.05,15437.94,15451.73
07-Sep-18,15595.85,15674.69,15512.36,15659.97
06-Sep-18,15547.81,15590.96,15439.32,15563.12
05-Sep-18,15557.96,15571.04,15352.69,15485.85
04-Sep-18,15783.53,15799.42,15518.86,15548.65
03-Sep-18,15933.48,15937.92,15720.59,15737.53
31-Aug-18,15835.28,15906.13,15796.4,15846.2
30-Aug-18,15843.43,15850.54,15782.94,15819.65
29-Aug-18,15873.47,15888.88,15804.27,15816.48
28-Aug-18,15839.14,15883.39,15807.98,15838.84
27-Aug-18,15701.98,15809.23,15690.51,15796.41
24-Aug-18,15675.94,15693.5,15584.5,15629.21
23-Aug-18,15683.24,15703.69,15615.56,15663.77
21-Aug-18,15638.23,15656.9,15597.37,15639.68
20-Aug-18,15542.67,15622.04,15542.63,15605.9
17-Aug-18,15437.81,15508.43,15432.26,15495.21
16-Aug-18,15414.64,15460.47,15337.56,15360.75
14-Aug-18,15361.65,15435.1,15346.38,15425.18
13-Aug-18,15375.64,15400.23,15303.53,15323.04
10-Aug-18,15516.23,15518.77,15406.56,15423.22
09-Aug-18,15501.48,15523.42,15473.3,15500.19
08-Aug-18,15424.71,15473.18,15387.21,15450.35
07-Aug-18,15458.92,15464.41,15355.84,15391.07
06-Aug-18,15420.31,15462.2,15391.34,15404.19
03-Aug-18,15281.38,15369.7,15280.78,15361.14
02-Aug-18,15320.91,15320.91,15205.8,15219.82
01-Aug-18,15340.55,15370.63,15271.48,15312.72
31-Jul-18,15279.74,15327.53,15207.56,15314.81
30-Jul-18,15256.46,15275.23,15190.69,15264.35
27-Jul-18,15141.87,15212.51,15124.65,15200.81
26-Jul-18,15021.85,15082.07,15011.36,15059.9
25-Jul-18,15031.79,15041.62,14968.99,14996.19
24-Jul-18,14906.39,15002.64,14892.52,14994.47
23-Jul-18,14760.76,14865.69,14754.25,14855.22
20-Jul-18,14665.13,14750.76,14632.27,14735.33
19-Jul-18,14744.68,14746.37,14622.1,14657.63
18-Jul-18,14856.56,14873.84,14679.09,14705.78
17-Jul-18,14673.31,14794.75,14627.17,14786.73
16-Jul-18,14858.55,14858.55,14637.54,14649.37
13-Jul-18,14916.22,14930.02,14809.31,14826.58
12-Jul-18,14879.4,14979.64,14871.12,14882.13
11-Jul-18,14862.49,14881.78,14806.23,14820.45
10-Jul-18,14772.86,14856.79,14766.58,14847.65
09-Jul-18,14650.08,14729.94,14650.08,14719.51
06-Jul-18,14538.23,14651.85,14526.68,14587.74
05-Jul-18,14606.98,14616.55,14527.69,14546.61
04-Jul-18,14516.16,14594.64,14476.94,14584.97
03-Jul-18,14468.19,14534.51,14407.25,14515.44
02-Jul-18,14578.53,14586.41,14379.24,14450.23
29-Jun-18,14374.88,14538.43,14372.07,14528.54
28-Jun-18,14468.55,14480.31,14314.91,14337.41
27-Jun-18,14655.71,14673.33,14456.35,14478.96
26-Jun-18,14608.1,14690.18,14603.26,14640.97
25-Jun-18,14766.38,14771.17,14631.42,14646.2
22-Jun-18,14653.91,14760.25,14602.28,14743.27
21-Jun-18,14744.72,14758.4,14643.97,14654.16
20-Jun-18,14664.74,14727.13,14657.69,14715.02
19-Jun-18,14773.33,14773.38,14635.23,14649.06
18-Jun-18,14840.21,14846.03,14768.98,14777.6
15-Jun-18,14851.99,14866.11,14753.8,14813.4
14-Jun-18,14878.83,14881.85,14786.09,14835.89
13-Jun-18,14922.67,14936.98,14872.55,14878.06
12-Jun-18,14811.74,14887.89,14806.28,14873.6
11-Jun-18,14784.35,14879.21,14780.3,14793.53
08-Jun-18,14725.76,14781.46,14677.46,14768.92
07-Jun-18,14632.65,14791.6,14632.65,14742.84
06-Jun-18,14447.35,14608.79,14425.34,14595.65
05-Jun-18,14550.65,14561.21,14387.37,14444.21
04-Jun-18,14756.88,14770.51,14540.57,14549.8
01-Jun-18,14784.94,14808.21,14660.96,14673.56
31-May-18,14725.68,14789.75,14669.02,14765.69
30-May-18,14662.7,14716.16,14604.48,14672.26
29-May-18,14779.08,14805.04,14670.51,14694.6
28-May-18,14688.34,14783.52,14673.68,14765.02
25-May-18,14493.69,14648.31,14477.39,14620.27
24-May-18,14408.06,14484.75,14351.64,14457.14
23-May-18,14500.12,14518.28,14367.75,14381.92
22-May-18,14442.64,14520.93,14406.33,14506.87
21-May-18,14611.11,14638.21,14435.68,14449.12
18-May-18,14765.72,14771.53,14594.15,14603.81
17-May-18,14835.61,14842.79,14742.19,14763.2
16-May-18,14822.33,14853.09,14716.34,14801.41
15-May-18,14873.09,15050.01,14819.48,14851.99
14-May-18,14935.15,14960.98,14862.13,14882.28
11-May-18,14854.44,14944.15,14835.09,14928.11
10-May-18,14936.97,14977.79,14819.26,14832.96
09-May-18,14915.7,14963.65,14898.13,14924.84
08-May-18,14963.79,14972.67,14894.91,14924.78
07-May-18,14838.6,14932,14825.66,14919.88
04-May-18,14891.42,14904.31,14786.93,14803.81
03-May-18,14981.04,14981.04,14830.93,14876.11
02-May-18,15102.44,15109.38,14922.26,14964.72
30-Apr-18,14991.44,15064.12,14986.32,15047.73
27-Apr-18,14886.19,14998.31,14885.74,14961.35
26-Apr-18,14825.67,14876.44,14799.76,14867.05
25-Apr-18,14869.29,14885.29,14771.23,14808.99
24-Apr-18,14854.9,14901.47,14832.58,14876.23
23-Apr-18,14849.51,14920.04,14799.66,14850.83
20-Apr-18,14823.67,14835.3,14768.03,14817.83
19-Apr-18,14790.67,14835,14788.95,14828.75
18-Apr-18,14813.63,14851.01,14734.54,14760.19
17-Apr-18,14780.51,14803.72,14723.12,14786.9
16-Apr-18,14610.17,14762.7,14589.86,14751.16
13-Apr-18,14674.93,14743.29,14643.92,14684.22
12-Apr-18,14631.38,14679.81,14597.26,14647
11-Apr-18,14637.26,14641.18,14543.78,14616.14
10-Apr-18,14626.31,14652.12,14577.51,14603.47
09-Apr-18,14546.33,14614.1,14527.69,14581.07
06-Apr-18,14488.02,14547.59,14448.16,14526.25
05-Apr-18,14327.29,14495.42,14323.86,14483.13
04-Apr-18,14413.34,14451.98,14206.8,14219.56
03-Apr-18,14282.16,14390.96,14263.5,14377.82
02-Apr-18,14161.85,14307.05,14159.26,14295.11
28-Mar-18,14185.07,14188.67,14106.47,14125.53
27-Mar-18,14168,14261.5,14165.51,14216.61
26-Mar-18,13923.84,14132.02,13887.84,14115.71
23-Mar-18,13956.72,13961.52,13856.31,13937.09
22-Mar-18,14204.02,14245.53,14092.88,14105.36
21-Mar-18,14174.18,14288.31,14150.03,14180.71
20-Mar-18,14064.88,14173.98,14029.25,14132.99
19-Mar-18,14310.97,14312.26,14075.8,14101.12
16-Mar-18,14477.86,14479.52,14257.34,14276.76
15-Mar-18,14503.78,14539.87,14454.37,14469.75
14-Mar-18,14462.08,14512.12,14408.95,14498.08
13-Mar-18,14411.63,14559.5,14406.09,14495.87
12-Mar-18,14300.42,14455.22,14300.39,14440.49
09-Mar-18,14294.95,14337.96,14212.38,14234.38
08-Mar-18,14228.49,14288.47,14100.69,14256.22
07-Mar-18,14299.42,14310.25,14141.02,14158.53
06-Mar-18,14562.78,14593.41,14277.32,14314.45
05-Mar-18,14599.7,14599.88,14424.06,14467.33
01-Mar-18,14666.15,14727.78,14598.56,14611.24
28-Feb-18,14646.16,14710.64,14596.8,14670.49
27-Feb-18,14814.52,14845.6,14713.37,14723.23
26-Feb-18,14686.73,14784.52,14686.65,14774.15
23-Feb-18,14478.51,14648.63,14477.43,14639.9
22-Feb-18,14491.46,14503.8,14441.3,14468.09
21-Feb-18,14524.98,14559.71,14454.41,14509.55
20-Feb-18,14525.43,14574.91,14466.63,14482.76
19-Feb-18,14635.4,14654.62,14392.5,14495.16
16-Feb-18,14801.85,14855.77,14584.21,14614.53
15-Feb-18,14786.58,14877.64,14710.21,14756.19
14-Feb-18,14862.77,14883.14,14716.14,14761.66
12-Feb-18,14730.18,14819.1,14720.82,14796.56
09-Feb-18,14574.98,14680.96,14502.25,14649.94
08-Feb-18,14608.03,14821.01,14586.15,14752.56
07-Feb-18,14694.98,14732.72,14532.07,14562
06-Feb-18,14380.55,14657.28,14209.33,14541.76
05-Feb-18,14733.28,14825.28,14594.06,14792.53
02-Feb-18,15249.35,15251.1,14866.07,14886.09
01-Feb-18,15380.64,15450.21,15123.18,15329.54
31-Jan-18,15396.32,15427.94,15274.86,15347.19
30-Jan-18,15525.37,15528.56,15400.19,15417.84
29-Jan-18,15543.22,15618.63,15519.03,15532.52
25-Jan-18,15613.28,15623.06,15458.36,15514.22
24-Jan-18,15626.16,15660.94,15553.53,15591.54
23-Jan-18,15519.05,15639.36,15517.97,15619.31
22-Jan-18,15414.35,15493.31,15369.08,15483.36
19-Jan-18,15285.61,15393.43,15235.36,15378.91
18-Jan-18,15423.22,15464.68,15198.56,15258.97
17-Jan-18,15210.66,15342.11,15095.17,15327.56
16-Jan-18,15362.52,15380.47,15192.3,15210.24
15-Jan-18,15327.61,15414.34,15327.02,15341.72
12-Jan-18,15301.06,15333.37,15165.22,15283.93
11-Jan-18,15252.97,15297.65,15220.74,15267.12
10-Jan-18,15288.19,15297.99,15184.87,15234.96
09-Jan-18,15272.51,15295.07,15205.77,15250.72
08-Jan-18,15179.36,15256.71,15179.36,15244.23
05-Jan-18,15067.09,15147.04,15067.08,15137.99
04-Jan-18,14980.54,15042.57,14942.25,15032.66
03-Jan-18,14938.32,15005.8,14914.16,14931.96
02-Jan-18,14972.91,15004.45,14837.22,14895.4
01-Jan-18,15020.45,15056.39,14913.84,14935.58
29-Dec-17,14948.62,15013.42,14948.62,15002.73
28-Dec-17,14940.18,14985.35,14889.18,14916.06
27-Dec-17,14993.44,15015.22,14887.48,14922.24
26-Dec-17,14936.25,14974.78,14918.48,14964.43
22-Dec-17,14863.73,14929.23,14863.68,14908.09
21-Dec-17,14830.22,14865.45,14814.8,14844.87
20-Dec-17,14834.59,14862.66,14794.44,14808.62
19-Dec-17,14713.19,14811.35,14705.21,14802.54
18-Dec-17,14563.4,14738.74,14254.77,14660.92
15-Dec-17,14543.29,14625.33,14543.29,14586.05
14-Dec-17,14425.2,14477.56,14313.28,14453.18
13-Dec-17,14495.82,14551.38,14369.09,14399.19
12-Dec-17,14591.18,14600.72,14479.26,14487.93
11-Dec-17,14575.77,14625.12,14563.35,14600.85
08-Dec-17,14441.08,14551.01,14441.03,14535.58
07-Dec-17,14228.47,14416.62,14225.66,14399.72
06-Dec-17,14323.4,14324.32,14207.77,14216.94
05-Dec-17,14322.7,14352.89,14239.24,14326.77
04-Dec-17,14394.53,14414.2,14288.86,14336.17
01-Dec-17,14536.18,14578,14317.34,14338.18
30-Nov-17,14605.74,14611.96,14478.12,14493.58
29-Nov-17,14665.38,14685.83,14606.03,14627.31
28-Nov-17,14667.05,14699.78,14615.35,14641.92
27-Nov-17,14619.48,14669.55,14580.26,14662.65
24-Nov-17,14601.07,14645.41,14596.6,14628.58
23-Nov-17,14559.93,14605.28,14506.77,14572.15
22-Nov-17,14566.1,14591.09,14501.05,14550.08
21-Nov-17,14528.83,14585.39,14507.01,14533.72
20-Nov-17,14471.85,14506.71,14438.38,14493.95
17-Nov-17,14455.91,14537.39,14430.5,14454.33
16-Nov-17,14227.12,14366.24,14226.9,14344.02
15-Nov-17,14333.6,14333.64,14164.9,14203.06
14-Nov-17,14375.71,14419.58,14314.01,14328.35
13-Nov-17,14524.37,14532.33,14369.16,14379.22
10-Nov-17,14477.7,14531.07,14411.31,14484.86
09-Nov-17,14496.93,14542.21,14388.74,14480.92
08-Nov-17,14542.82,14568.67,14403.11,14435.36
07-Nov-17,14712.57,14741.48,14491.1,14518.09
06-Nov-17,14676.99,14731.05,14634.65,14681.83
03-Nov-17,14658.98,14676.36,14600.31,14657.91
02-Nov-17,14637.6,14664.07,14590.93,14620.89
01-Nov-17,14544.8,14639.05,14543.99,14608.93
31-Oct-17,14501.09,14522.24,14455.35,14485.57
30-Oct-17,14450.63,14517.71,14446.43,14494.19
27-Oct-17,14445.01,14460.36,14389.16,14405.17
26-Oct-17,14360.7,14430.89,14317.62,14415.98
25-Oct-17,14367.14,14406.59,14281.75,14351.96
24-Oct-17,14236.67,14276.14,14207.12,14236.09
23-Oct-17,14164.61,14239.85,14127.01,14198.43
19-Oct-17,14266.86,14272.62,14116.65,14154.57
18-Oct-17,14235.9,14258.46,14177.81,14221.15
17-Oct-17,14232.52,14266.09,14208.29,14247.04
16-Oct-17,14177.56,14247.65,14152.53,14220.91
13-Oct-17,14101.12,14174.79,14100.79,14146.89
12-Oct-17,13949.08,14083.64,13913.18,14073.21
11-Oct-17,14021.96,14072.94,13874.41,13920.86
10-Oct-17,13957.11,14009.18,13957.05,13988.24
09-Oct-17,13934.92,13978.29,13900.52,13930.58
06-Oct-17,13812.34,13920.2,13812.34,13910.16
05-Oct-17,13812.06,13855.88,13776.39,13786.36
04-Oct-17,13741.59,13817.93,13715.74,13786.47
03-Oct-17,13704.23,13744.39,13684.23,13715.18
29-Sep-17,13593.09,13702.4,13592.38,13610.7
28-Sep-17,13512.06,13569.06,13427.95,13549.52
27-Sep-17,13762.63,13767.59,13463.04,13488.39
26-Sep-17,13693.46,13742.27,13613.01,13702.1
25-Sep-17,13856.21,13864.28,13578.52,13676.28
22-Sep-17,14090.86,14090.86,13817.5,13834.58
21-Sep-17,14163.38,14188.52,14012.46,14110.4
20-Sep-17,14205.73,14216.92,14149.84,14157.97
19-Sep-17,14204.29,14205.78,14148.29,14178.1
18-Sep-17,14122.66,14195.41,14122.53,14167.49
15-Sep-17,14051.13,14107.43,14005.31,14077.6
14-Sep-17,14117.01,14128.18,14047.53,14074.78
13-Sep-17,14094.87,14139.1,14017.66,14038.26
12-Sep-17,14015.07,14082.55,13991.42,14075.48
11-Sep-17,13901.76,13982.66,13900.13,13953.11
08-Sep-17,13888.77,13918.55,13823.03,13848.84
07-Sep-17,13862.65,13908.15,13849.27,13863.4
06-Sep-17,13808.97,13843.51,13754.26,13818.22
05-Sep-17,13790.32,13854.71,13771.66,13841.91
04-Sep-17,13874.96,13875.02,13678.31,13765.68
01-Sep-17,13781.37,13871.39,13777.48,13857.59
31-Aug-17,13735.26,13769.81,13695.85,13762.13
30-Aug-17,13622,13740.06,13621.76,13716.31
29-Aug-17,13715.33,13718.28,13558.75,13569.69
28-Aug-17,13666.23,13733.06,13662.32,13721.44
24-Aug-17,13621.36,13642.59,13592.4,13617.08
23-Aug-17,13501.86,13592.35,13492.23,13586.07
22-Aug-17,13512.46,13568.12,13431.81,13451.61
21-Aug-17,13637.74,13661.77,13446.59,13462.74
18-Aug-17,13646.78,13646.78,13517.45,13595.73
17-Aug-17,13712.39,13741.67,13649.41,13671.49
16-Aug-17,13564.48,13669.27,13496.37,13660.04
14-Aug-17,13385.82,13540.77,13385.67,13512.71
11-Aug-17,13354.24,13426.72,13245.92,13336.33
10-Aug-17,13644.68,13645.48,13356.06,13438.71
09-Aug-17,13770.83,13782.33,13631.36,13661.74
08-Aug-17,13955.9,13968.92,13757.67,13799.7
07-Aug-17,13911,13953.73,13897.25,13929.65
04-Aug-17,13794.44,13893.8,13773.7,13879.81
03-Aug-17,13911.2,13911.2,13787.6,13808.49
02-Aug-17,13955.62,13963.72,13866.55,13894.31
01-Aug-17,13934.41,13944.06,13895.34,13928.15
31-Jul-17,13862.07,13907.26,13842.98,13897.23
28-Jul-17,13822.39,13842.87,13748.97,13828.51
27-Jul-17,13885.21,13947.56,13802.38,13822.04
26-Jul-17,13801.3,13844.25,13789.33,13835.12
25-Jul-17,13803.73,13813.15,13753.51,13776.11
24-Jul-17,13732.8,13797.69,13723.61,13763.3
21-Jul-17,13706.53,13724.44,13608.32,13704.49
20-Jul-17,13723.88,13730.67,13658.14,13665.62
19-Jul-17,13639.11,13705.56,13626.4,13699.15
18-Jul-17,13621.1,13669.65,13572.82,13581.81
17-Jul-17,13676.71,13706.44,13662.94,13692.47
14-Jul-17,13691.37,13699.94,13596.84,13660.58
13-Jul-17,13619.45,13676.05,13618.08,13664.47
12-Jul-17,13542.73,13583.9,13527.66,13575.7
11-Jul-17,13567.48,13594.6,13503.84,13512.45
10-Jul-17,13466.14,13551.98,13460.02,13535.83
07-Jul-17,13417.22,13437.19,13382.15,13409.25
06-Jul-17,13396.45,13454.44,13390.37,13411.66
05-Jul-17,13330.45,13376.96,13307.82,13367.72
04-Jul-17,13355.08,13372.53,13285.29,13303.99
03-Jul-17,13253.59,13323.38,13211.19,13314.72
30-Jun-17,13125,13194.4,13059.68,13178.45
29-Jun-17,13128.43,13211.2,13115.47,13130.59
28-Jun-17,13112.49,13131.83,13052.88,13091.72
27-Jun-17,13239.9,13257.47,13052.34,13102.99
23-Jun-17,13338.72,13342.45,13176.58,13207.78
22-Jun-17,13373.04,13431.53,13302.34,13316.08
21-Jun-17,13365.94,13365.95,13318.72,13342.37
20-Jun-17,13385.8,13396.88,13347.77,13362.56
19-Jun-17,13330.44,13380.06,13322.4,13354.99
16-Jun-17,13309.2,13339.9,13267.94,13287.83
15-Jun-17,13319.93,13321.35,13252.55,13277.7
14-Jun-17,13303.44,13313.68,13248.97,13303.08
13-Jun-17,13300.12,13354,13272.52,13288.32
12-Jun-17,13348.05,13348.2,13265.08,13287.07
09-Jun-17,13319.81,13366.07,13277.25,13355.15
08-Jun-17,13347.83,13364.61,13305.66,13318.96
07-Jun-17,13297.99,13345.67,13279.22,13323.45
06-Jun-17,13375.36,13378.46,13252.08,13271.8
05-Jun-17,13306.58,13353.87,13290.33,13332.17
02-Jun-17,13257.37,13302.04,13257.21,13290.23
01-Jun-17,13198.12,13240.96,13182.46,13221.57
31-May-17,13190.13,13229.39,13172.29,13199.15
30-May-17,13108.98,13169.9,13060.25,13158.31
29-May-17,13154.62,13200.55,13063.04,13112.1
26-May-17,13022.44,13171.57,13008.58,13164.84
25-May-17,12842.82,13016.07,12833.19,13007.44
24-May-17,12924.09,12949.08,12781.06,12810.75
23-May-17,13023.03,13029.56,12837.1,12893.54
22-May-17,13121.25,13151.78,13007.07,13016.74
19-May-17,13134.02,13206.81,12995.4,13051.03
18-May-17,13205.59,13222.12,13070.02,13085.67
17-May-17,13286.58,13288.81,13237.75,13270.3
16-May-17,13221.75,13276.68,13214.54,13273.3
15-May-17,13154.59,13200.6,13154.09,13195.46
12-May-17,13187.01,13188.97,13076.87,13112.98
11-May-17,13189.34,13215.77,13158.03,13167.6
10-May-17,13058.63,13158.46,13058.29,13151.07
09-May-17,13022.55,13052.12,13000.87,13027.62
08-May-17,12984.03,13029.14,12976.94,13001.19
05-May-17,13076.19,13084.26,12920.2,12945.57
04-May-17,13050.72,13070.43,13019.9,13062.14
03-May-17,13036.05,13052.6,12984.19,12997.91
02-May-17,13016.89,13057.46,12941.37,13006.66
28-Apr-17,13014.73,13017.09,12959.33,12979.24
27-Apr-17,13013.9,13032.13,12979.88,12993.79
26-Apr-17,13019.13,13053.04,12924.67,13005.91
25-Apr-17,12919.14,12987.25,12908.2,12982.49
24-Apr-17,12752.63,12862.69,12752.45,12854.14
